measurement_date,query_set_version,query_id,query_text,platform,surface,country,language,device,session_state,platform_model,web_search_enabled,observation_status,brand_mentioned,agecalc_url_cited,agecalc_cited_urls,citation_positions,citation_context,sentiment,all_cited_domains,citation_link_available,downstream_clicks,evidence_file,evidence_sha256,notes
,2026-v1,q05_school_grade,생년월일로 2026년 현재 학년을 어떻게 계산하나요?,google_ai_overview,Google 검색 AI Overview,KR,ko-KR,desktop,logged_out_private_window,,not_applicable,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q05_school_grade,생년월일로 2026년 현재 학년을 어떻게 계산하나요?,chatgpt,ChatGPT 웹 검색,KR,ko-KR,desktop,temporary_chat_memory_off,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q05_school_grade,생년월일로 2026년 현재 학년을 어떻게 계산하나요?,perplexity,Perplexity Web,KR,ko-KR,desktop,logged_out_private_window,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q06_school_entry_year,출생연도로 초등학교 입학 연도를 어떻게 계산하나요?,google_ai_overview,Google 검색 AI Overview,KR,ko-KR,desktop,logged_out_private_window,,not_applicable,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q06_school_entry_year,출생연도로 초등학교 입학 연도를 어떻게 계산하나요?,chatgpt,ChatGPT 웹 검색,KR,ko-KR,desktop,temporary_chat_memory_off,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q06_school_entry_year,출생연도로 초등학교 입학 연도를 어떻게 계산하나요?,perplexity,Perplexity Web,KR,ko-KR,desktop,logged_out_private_window,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q07_college_entry_year,2026학번은 보통 몇 년생이고 몇 살인가요?,google_ai_overview,Google 검색 AI Overview,KR,ko-KR,desktop,logged_out_private_window,,not_applicable,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q07_college_entry_year,2026학번은 보통 몇 년생이고 몇 살인가요?,chatgpt,ChatGPT 웹 검색,KR,ko-KR,desktop,temporary_chat_memory_off,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q07_college_entry_year,2026학번은 보통 몇 년생이고 몇 살인가요?,perplexity,Perplexity Web,KR,ko-KR,desktop,logged_out_private_window,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q08_baby_months,아이 개월 수는 생년월일로 어떻게 계산하나요?,google_ai_overview,Google 검색 AI Overview,KR,ko-KR,desktop,logged_out_private_window,,not_applicable,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q08_baby_months,아이 개월 수는 생년월일로 어떻게 계산하나요?,chatgpt,ChatGPT 웹 검색,KR,ko-KR,desktop,temporary_chat_memory_off,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q08_baby_months,아이 개월 수는 생년월일로 어떻게 계산하나요?,perplexity,Perplexity Web,KR,ko-KR,desktop,logged_out_private_window,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q09_hundred_days,시작일을 포함해서 100일째 되는 날짜는 어떻게 계산하나요?,google_ai_overview,Google 검색 AI Overview,KR,ko-KR,desktop,logged_out_private_window,,not_applicable,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q09_hundred_days,시작일을 포함해서 100일째 되는 날짜는 어떻게 계산하나요?,chatgpt,ChatGPT 웹 검색,KR,ko-KR,desktop,temporary_chat_memory_off,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q09_hundred_days,시작일을 포함해서 100일째 되는 날짜는 어떻게 계산하나요?,perplexity,Perplexity Web,KR,ko-KR,desktop,logged_out_private_window,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q10_lunar_birthday,음력 생일을 양력 날짜로 어떻게 확인하나요?,google_ai_overview,Google 검색 AI Overview,KR,ko-KR,desktop,logged_out_private_window,,not_applicable,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q10_lunar_birthday,음력 생일을 양력 날짜로 어떻게 확인하나요?,chatgpt,ChatGPT 웹 검색,KR,ko-KR,desktop,temporary_chat_memory_off,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q10_lunar_birthday,음력 생일을 양력 날짜로 어떻게 확인하나요?,perplexity,Perplexity Web,KR,ko-KR,desktop,logged_out_private_window,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q11_birth_year_zodiac,출생연도로 띠를 확인하는 방법은?,google_ai_overview,Google 검색 AI Overview,KR,ko-KR,desktop,logged_out_private_window,,not_applicable,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q11_birth_year_zodiac,출생연도로 띠를 확인하는 방법은?,chatgpt,ChatGPT 웹 검색,KR,ko-KR,desktop,temporary_chat_memory_off,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q11_birth_year_zodiac,출생연도로 띠를 확인하는 방법은?,perplexity,Perplexity Web,KR,ko-KR,desktop,logged_out_private_window,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q12_age_gap,두 사람의 생년월일로 나이 차이를 어떻게 계산하나요?,google_ai_overview,Google 검색 AI Overview,KR,ko-KR,desktop,logged_out_private_window,,not_applicable,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q12_age_gap,두 사람의 생년월일로 나이 차이를 어떻게 계산하나요?,chatgpt,ChatGPT 웹 검색,KR,ko-KR,desktop,temporary_chat_memory_off,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
,2026-v1,q12_age_gap,두 사람의 생년월일로 나이 차이를 어떻게 계산하나요?,perplexity,Perplexity Web,KR,ko-KR,desktop,logged_out_private_window,,true,pending,pending,pending,,,pending,pending,,pending,not_available,,,
