source_reason,url,last_crawl,classification,rationale
404,https://agecalc.cloud/blog/일루마-육아-담당-간호사-11-매칭-일루맘-클럽-서비스-시작,2026-06-14,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/일루마-전문-간호사와-11-매칭하는-일루맘-클럽-서비스-운영-시작,2026-06-07,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/일본에서-확산-중인-펫-휴머니제이션-트렌드와-그-의미,2026-06-07,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/장-건강과-노화-방지-항산화-단백질의-중요한-역할과-우리의-생활에의-적용,2026-06-11,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/종로구-쪽방-주민-맞춤형-통합-지원으로-삶의-질-향상-도모,2026-06-16,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/종로구-쪽방주민-위한-건강문화교육안전-통합-지원-사업-소개,2026-06-11,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/찾아가는-건강관리-김천시-어르신-건강증진-사업의-의미와-활용법,2026-06-22,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/치매-발병과-뇌-나이-실제-나이와의-차이가-미치는-영향,2026-06-06,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/팔순잔치-만나이-계산법과-의미-이해하기,2026-05-29,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/펫-산업의-미래를-엿보다-인터펫-도쿄-2026-개막-소식,2026-06-30,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/펫리퍼블릭과-서울대-반려동물-수명-연장을-위한-혁신적-협력-시작,2026-07-01,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/blog/펫리퍼블릭과-서울대의-협력-반려동물-수명-연장의-새로운-이정표,2026-05-20,의도,현재 공개 청사진에 없는 과거 자동 생성 블로그 글
404,https://agecalc.cloud/corrected-age,2026-03-19,의도,폐기된 과거 도구 URL이며 현재 내부 링크·사이트맵 대상 아님
404,https://agecalc.cloud/siblings,2026-03-22,의도,폐기된 과거 도구 URL이며 현재 내부 링크·사이트맵 대상 아님
404,https://www.agecalc.cloud/corrected-age,2026-04-12,의도,폐기된 과거 도구 URL이며 현재 내부 링크·사이트맵 대상 아님
404,https://www.agecalc.cloud/siblings,2026-04-07,의도,폐기된 과거 도구 URL이며 현재 내부 링크·사이트맵 대상 아님
noindex 제외,https://agecalc.cloud/age-comparison-table?year=1992,2026-08-16,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/age-comparison-table?year=2000,2026-08-15,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/age-comparison-table?year=2010,2026-08-15,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/age-gap-calculator?year_a=1990&year_b=1995,2026-08-17,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/age/,2026-07-29,관찰,현재 전용 허브로 301 이동하므로 과거 noindex 상태 해소 대기
noindex 제외,https://agecalc.cloud/birth-year-age-table?year=1990,2026-08-13,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/birth-year-age-table?year=2000,2026-08-13,의도,결과형 쿼리는 기본 canonical과 noindex 정책 적용
noindex 제외,https://agecalc.cloud/blog/100세-시대-50세-이후-건강하게-나이-드는-법-생활습관과-예방-관리의-중요성,2026-06-01,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/15개월-아동-발달-이정표와-올바른-가정-내-지도-방법-한국-부모를-위한-종합-안내,2026-05-25,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/2026년-미국-펫케어-신제품과-한국-반려인이-꼭-알아야-할-최신-트렌드와-활용법,2026-05-14,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/ai-시대-한국-기업-정신건강-관리의-변화와-미래-전략-2026-apear-국제-콘퍼런스-주요-내용과-시사점,2026-05-14,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/category/education-family,2026-08-13,의도,게시물 수 기준 미달 카테고리의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/blog/early-birth-school-grade-guide,2026-07-20,관찰,현재 콘텐츠 청사진에는 있으나 운영에서는 404; 발행 의도 확인 필요
noindex 제외,https://agecalc.cloud/blog/fatty15-건강-에이징-구미-노화를-건강하게-관리하는-새로운-방법,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/건강한-노년을-위한-합리적인-건강-관리-도구-키트와-agecalc-활용법,2026-05-29,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/나이-들면서-더-행복해지는-비결-막공나만의-의미와-실천법,2026-05-27,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/노년의-건강수명-왜-중요할까-한국-사회와-개인이-함께-알아야-할-건강관리-비결,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/노령-반려견-심장-건강-관리법-이첨판폐쇄부전증-이해와-정기-검진의-중요성,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/노화-피할-수-없는-숙명인가-세포-재설계로-나이-시계를-되돌리는-새로운-가능성,2026-05-31,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/뇌-건강과-수면의-비밀-시니어를-위한-새로운-건강관리-인사이트,2026-05-31,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/데이터-기반-육아와-잘-자는-기술의-중요성-슬립베러베이비-김지현-대표의-인사이트,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/반려견-수명-연장-신약-개발-현황과-활용법-loyal의-혁신과-agecalc의-역할,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/반려견과-함께하는-건강한-삶-우리-일상에-미치는-긍정적인-영향과-유의점,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/반려동물-건강관리의-핵심-정기-검진과-맞춤-영양의-중요성,2026-06-04,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/반려동물-건강수명-늘리기-예방의학의-중요성과-생활-속-실천법,2026-06-06,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/반려동물-건강수명-시대-우리는-무엇을-준비해야-할까,2026-05-29,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/반려동물-나이에-따른-건강-관리-개와-고양이의-주요-질병과-예방-전략,2026-06-15,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/반려동물-노화에-대한-올바른-이해와-생활-속-실천법,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/반려동물과-함께하는-삶의-변화-펫-시장-어디까지-확대될까,2026-05-30,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/송파구-생애초기-건강관리-사업-확대-초보-부모를-위한-맞춤형-육아-지원-강화하기,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/송파구-신생아-가정-방문-간호사-인력-4배-확대-출산-가정-돌봄-강화의-핵심과-활용법,2026-05-30,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/송파구-신생아-가정-방문-건강관리-서비스-확대-산모와-아기의-건강을-위한-첫걸음,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/송파구-신생아-가정-생애초기-건강관리-서비스-확대-건강한-출산과-육아를-위한-체계적-지원-방안,2026-05-15,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/숭의보건지소-시니어-힐링-스트레칭-교실-건강하고-활기찬-노년을-위한-맞춤형-프로그램,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/완주군-어르신-대상-심뇌혈관질환-예방-교육-건강한-노후를-위한-필수-가이드,2026-06-03,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/우리-반려동물-건강-생애주기에-맞춘-맞춤-관리의-시작,2026-05-29,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/우리-반려동물의-건강-나이에-따른-질병-관리법,2026-05-31,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/육아-정보-홍수-속-맞춤형-지원-일루맘-클럽과-agecalc-계산기로-더-안전한-육아-시작하기,2026-05-16,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/종로구-쪽방주민-대상-통합-지원-사업-건강문화교육안전으로-삶의-질-높이기,2026-06-08,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/지역별-건강수명의-격차-왜-우리-삶에-중요한가,2026-05-30,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/blog/팔순잔치-만나이로-제대로-이해하고-준비하는-한국의-장수-축하-문화,2026-06-01,의도,과거 자동 생성 블로그 글의 제외 후 404 전환 흐름
noindex 제외,https://agecalc.cloud/family/,2026-07-27,관찰,현재 200·self-canonical이고 noindex가 없어 재크롤링 대기
noindex 제외,https://agecalc.cloud/guides/pet-age-table-guide,2026-08-13,의도,대표 도구 /pet-age-table로 병합된 가이드
noindex 제외,https://agecalc.cloud/health/,2026-07-27,관찰,현재 전용 허브로 301 이동하므로 과거 noindex 상태 해소 대기
noindex 제외,https://agecalc.cloud/minigames,2026-06-01,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/2048,2026-05-25,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/battleship,2026-06-09,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/blackjack,2026-06-14,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/breakout,2026-05-26,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/checkers,2026-06-01,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/connect4,2026-05-24,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/dotsandboxes,2026-05-06,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/fifteen,2026-05-26,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/gomoku,2026-06-01,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/hangman,2026-05-25,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/hanoi,2026-06-01,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/lightsout,2026-05-24,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/mancala,2026-06-03,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/mastermind,2026-05-10,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/memory,2026-06-11,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/minesweeper,2026-06-11,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/nim,2026-05-21,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/pegsolitaire,2026-05-09,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/pig,2026-05-10,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/pong,2026-05-23,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/reversi,2026-06-03,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/rps,2026-06-02,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/simon,2026-05-19,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/snake,2026-05-05,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/tictactoe,2026-05-21,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/war,2026-08-02,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/minigames/yahtzee,2026-05-05,의도,미니게임 페이지의 noindex 정책 적용
noindex 제외,https://agecalc.cloud/pets/,2026-07-26,관찰,현재 200·self-canonical이고 noindex가 없어 재크롤링 대기
